industry,level,level,line_code,value
Financial & insurance services,1,2,D1300.01,96
Finance,2,3,D1300.01,54
Insurance,2,3,D1300.01,3
Auxiliary,2,3,D1300.01,42
"Rental, hiring, & real estate services",1,2,D1300.01,366
"Professional, scientific, & technical services",1,2,D1300.01,702
Computer systems design,2,3,D1300.01,144
Other professional scientific,2,3,D1300.01,561
Administrative & support services,1,2,D1300.01,288
Education & training,1,2,D1300.01,165
Health care & social assistance,1,2,D1300.01,462
Arts & recreation services,1,2,D1300.01,87
Other services,1,2,D1300.01,354
total,0,1,D1300.01,10647
total,0,1,D1300.02,24939
total,0,1,D1300.02,5493
total,0,1,D1300.02,1602
total,0,1,D1300.02,1323
"Agriculture, forestry, & fishing",1,2,D1300.02,2283
Agriculture,2,3,D1300.02,1557
Commercial fishing,2,3,D1300.02,36
Forestry & logging,2,3,D1300.02,117
"Agriculture, forestry, & fishing support services",2,3,D1300.02,573
Mining,1,2,D1300.02,81
Manufacturing,1,2,D1300.02,3867
"Food, beverage, & tobacco",2,3,D1300.02,786
"Textile, clothing, footwear, & leather",2,3,D1300.02,204
Wood & paper product,2,3,D1300.02,333
"Printing, publishing, & recorded media",2,3,D1300.02,174
"Petroleum, coal, chemical, & associated product",2,3,D1300.02,336
Non-metallic mineral product,2,3,D1300.02,141
Metal product,2,3,D1300.02,747
Transport and industrial machinery & equipment,2,3,D1300.02,666
Other machinery & equipment,2,3,D1300.02,189
Other manufacturing,2,3,D1300.02,288
"Electricity, gas, water, & waste services",1,2,D1300.02,102
Construction,1,2,D1300.02,3663
Wholesale trade,1,2,D1300.02,2550
Machinery & equipment wholesaling,2,3,D1300.02,843
Other wholesale trade,2,3,D1300.02,1707
Retail trade,1,2,D1300.02,4029
Accommodation & food services,1,2,D1300.02,4779
"Transport, postal, & warehousing",1,2,D1300.02,1041
Information media & telecommunications,1,2,D1300.02,297
Publishing,2,3,D1300.02,96
Motion picture,2,3,D1300.02,111
Telecommunications,2,3,D1300.02,84
Financial & insurance services,1,2,D1300.02,477
Finance,2,3,D1300.02,135
Insurance,2,3,D1300.02,33
Auxiliary,2,3,D1300.02,312
"Rental, hiring, & real estate services",1,2,D1300.02,633
"Professional, scientific, & technical services",1,2,D1300.02,3795
Computer systems design,2,3,D1300.02,675
Other professional scientific,2,3,D1300.02,3123
Administrative & support services,1,2,D1300.02,1461
Education & training,1,2,D1300.02,810
Health care & social assistance,1,2,D1300.02,2178
Arts & recreation services,1,2,D1300.02,375
Other services,1,2,D1300.02,930
total,0,1,D1300.02,33360
total,0,1,D1401,627
total,0,1,D1401,72
total,0,1,D1401,15
total,0,1,D1401,6
"Agriculture, forestry, & fishing",1,2,D1401,21
Agriculture,2,3,D1401,9
Commercial fishing,2,3,D1401,0
Forestry & logging,2,3,D1401,3
"Agriculture, forestry, & fishing support services",2,3,D1401,9
Mining,1,2,D1401,3
Manufacturing,1,2,D1401,138
"Food, beverage, & tobacco",2,3,D1401,72
"Textile, clothing, footwear, & leather",2,3,D1401,0
Wood & paper product,2,3,D1401,21
"Printing, publishing, & recorded media",2,3,D1401,9
"Petroleum, coal, chemical, & associated product",2,3,D1401,0
Non-metallic mineral product,2,3,D1401,3
Metal product,2,3,D1401,24
Transport and industrial machinery & equipment,2,3,D1401,0
Other machinery & equipment,2,3,D1401,6
Other manufacturing,2,3,D1401,3
"Electricity, gas, water, & waste services",1,2,D1401,3
Construction,1,2,D1401,0
Wholesale trade,1,2,D1401,33
Machinery & equipment wholesaling,2,3,D1401,12
Other wholesale trade,2,3,D1401,18
Retail trade,1,2,D1401,183
Accommodation & food services,1,2,D1401,198
"Transport, postal, & warehousing",1,2,D1401,21
Information media & telecommunications,1,2,D1401,6
Publishing,2,3,D1401,3
Motion picture,2,3,D1401,0
Telecommunications,2,3,D1401,3
Financial & insurance services,1,2,D1401,3
Finance,2,3,D1401,3
Insurance,2,3,D1401,0
Auxiliary,2,3,D1401,0
"Rental, hiring, & real estate services",1,2,D1401,21
"Professional, scientific, & technical services",1,2,D1401,27
Computer systems design,2,3,D1401,18
Other professional scientific,2,3,D1401,12
Administrative & support services,1,2,D1401,36
Education & training,1,2,D1401,3
Health care & social assistance,1,2,D1401,12
Arts & recreation services,1,2,D1401,0
Other services,1,2,D1401,0
total,0,1,D1401,720
total,0,1,D1402,462
total,0,1,D1402,60
total,0,1,D1402,3
total,0,1,D1402,3
"Agriculture, forestry, & fishing",1,2,D1402,9
Agriculture,2,3,D1402,9
Commercial fishing,2,3,D1402,0
Forestry & logging,2,3,D1402,0
"Agriculture, forestry, & fishing support services",2,3,D1402,0
Mining,1,2,D1402,0
Manufacturing,1,2,D1402,39
"Food, beverage, & tobacco",2,3,D1402,9
"Textile, clothing, footwear, & leather",2,3,D1402,3
Wood & paper product,2,3,D1402,3
"Printing, publishing, & recorded media",2,3,D1402,0
"Petroleum, coal, chemical, & associated product",2,3,D1402,3
Non-metallic mineral product,2,3,D1402,3
Metal product,2,3,D1402,12
Transport and industrial machinery & equipment,2,3,D1402,0
Other machinery & equipment,2,3,D1402,3
Other manufacturing,2,3,D1402,3
"Electricity, gas, water, & waste services",1,2,D1402,3
Construction,1,2,D1402,57
Wholesale trade,1,2,D1402,15
Machinery & equipment wholesaling,2,3,D1402,12
Other wholesale trade,2,3,D1402,0
Retail trade,1,2,D1402,90
Accommodation & food services,1,2,D1402,183
"Transport, postal, & warehousing",1,2,D1402,3
Information media & telecommunications,1,2,D1402,3
Publishing,2,3,D1402,0
Motion picture,2,3,D1402,0
Telecommunications,2,3,D1402,3
Financial & insurance services,1,2,D1402,0
Finance,2,3,D1402,0
Insurance,2,3,D1402,0
Auxiliary,2,3,D1402,0
"Rental, hiring, & real estate services",1,2,D1402,0
"Professional, scientific, & technical services",1,2,D1402,69
Computer systems design,2,3,D1402,9
Other professional scientific,2,3,D1402,63
Administrative & support services,1,2,D1402,33
Education & training,1,2,D1402,0
Health care & social assistance,1,2,D1402,6
Arts & recreation services,1,2,D1402,0
Other services,1,2,D1402,12
total,0,1,D1402,528
total,0,1,D1403,381
total,0,1,D1403,84
total,0,1,D1403,3
total,0,1,D1403,3
"Agriculture, forestry, & fishing",1,2,D1403,27
Agriculture,2,3,D1403,27
Commercial fishing,2,3,D1403,0
Forestry & logging,2,3,D1403,0
"Agriculture, forestry, & fishing support services",2,3,D1403,0
Mining,1,2,D1403,3
Manufacturing,1,2,D1403,21
"Food, beverage, & tobacco",2,3,D1403,9
"Textile, clothing, footwear, & leather",2,3,D1403,0
Wood & paper product,2,3,D1403,3
"Printing, publishing, & recorded media",2,3,D1403,0
"Petroleum, coal, chemical, & associated product",2,3,D1403,3
Non-metallic mineral product,2,3,D1403,0
Metal product,2,3,D1403,0
Transport and industrial machinery & equipment,2,3,D1403,3
Other machinery & equipment,2,3,D1403,0
Other manufacturing,2,3,D1403,3
"Electricity, gas, water, & waste services",1,2,D1403,0
Construction,1,2,D1403,102
Wholesale trade,1,2,D1403,12
Machinery & equipment wholesaling,2,3,D1403,12
Other wholesale trade,2,3,D1403,0
Retail trade,1,2,D1403,0
Accommodation & food services,1,2,D1403,192
"Transport, postal, & warehousing",1,2,D1403,3
Information media & telecommunications,1,2,D1403,3
Publishing,2,3,D1403,0
Motion picture,2,3,D1403,0
Telecommunications,2,3,D1403,3
Financial & insurance services,1,2,D1403,0
Finance,2,3,D1403,0
Insurance,2,3,D1403,0
Auxiliary,2,3,D1403,0
"Rental, hiring, & real estate services",1,2,D1403,12
"Professional, scientific, & technical services",1,2,D1403,18
Computer systems design,2,3,D1403,9
Other professional scientific,2,3,D1403,12
Administrative & support services,1,2,D1403,39
Education & training,1,2,D1403,6
Health care & social assistance,1,2,D1403,9
Arts & recreation services,1,2,D1403,6
Other services,1,2,D1403,12
total,0,1,D1403,471
total,0,1,D1404,759
total,0,1,D1404,84
total,0,1,D1404,15
total,0,1,D1404,6
"Agriculture, forestry, & fishing",1,2,D1404,36
Agriculture,2,3,D1404,27
Commercial fishing,2,3,D1404,0
Forestry & logging,2,3,D1404,0
"Agriculture, forestry, & fishing support services",2,3,D1404,9
Mining,1,2,D1404,3
Manufacturing,1,2,D1404,90
"Food, beverage, & tobacco",2,3,D1404,51
"Textile, clothing, footwear, & leather",2,3,D1404,3
Wood & paper product,2,3,D1404,9
"Printing, publishing, & recorded media",2,3,D1404,0
"Petroleum, coal, chemical, & associated product",2,3,D1404,3
Non-metallic mineral product,2,3,D1404,3
Metal product,2,3,D1404,12
Transport and industrial machinery & equipment,2,3,D1404,0
Other machinery & equipment,2,3,D1404,3
Other manufacturing,2,3,D1404,3
"Electricity, gas, water, & waste services",1,2,D1404,3
Construction,1,2,D1404,135
Wholesale trade,1,2,D1404,42
Machinery & equipment wholesaling,2,3,D1404,0
Other wholesale trade,2,3,D1404,39
Retail trade,1,2,D1404,90
Accommodation & food services,1,2,D1404,264
"Transport, postal, & warehousing",1,2,D1404,6
Information media & telecommunications,1,2,D1404,6
Publishing,2,3,D1404,3
Motion picture,2,3,D1404,0
Telecommunications,2,3,D1404,0
Financial & insurance services,1,2,D1404,0
Finance,2,3,D1404,0
Insurance,2,3,D1404,0
Auxiliary,2,3,D1404,3
"Rental, hiring, & real estate services",1,2,D1404,12
"Professional, scientific, & technical services",1,2,D1404,69
Computer systems design,2,3,D1404,9
Other professional scientific,2,3,D1404,63
Administrative & support services,1,2,D1404,57
Education & training,1,2,D1404,9
Health care & social assistance,1,2,D1404,9
Arts & recreation services,1,2,D1404,12
Other services,1,2,D1404,15
total,0,1,D1404,864
total,0,1,D1405,567
total,0,1,D1405,105
total,0,1,D1405,24
total,0,1,D1405,12
"Agriculture, forestry, & fishing",1,2,D1405,30
Agriculture,2,3,D1405,3
Commercial fishing,2,3,D1405,0
Forestry & logging,2,3,D1405,3
"Agriculture, forestry, & fishing support services",2,3,D1405,27
Mining,1,2,D1405,6
Manufacturing,1,2,D1405,87
"Food, beverage, & tobacco",2,3,D1405,36
"Textile, clothing, footwear, & leather",2,3,D1405,0
Wood & paper product,2,3,D1405,6
"Printing, publishing, & recorded media",2,3,D1405,3
"Petroleum, coal, chemical, & associated product",2,3,D1405,0
Non-metallic mineral product,2,3,D1405,3
Metal product,2,3,D1405,15
Transport and industrial machinery & equipment,2,3,D1405,9
Other machinery & equipment,2,3,D1405,3
Other manufacturing,2,3,D1405,15
"Electricity, gas, water, & waste services",1,2,D1405,0
Construction,1,2,D1405,27
Wholesale trade,1,2,D1405,48
Machinery & equipment wholesaling,2,3,D1405,3
Other wholesale trade,2,3,D1405,42
Retail trade,1,2,D1405,156
Accommodation & food services,1,2,D1405,183
"Transport, postal, & warehousing",1,2,D1405,15
Information media & telecommunications,1,2,D1405,0
Publishing,2,3,D1405,0
Motion picture,2,3,D1405,0
Telecommunications,2,3,D1405,0
Financial & insurance services,1,2,D1405,0
Finance,2,3,D1405,0
Insurance,2,3,D1405,0
Auxiliary,2,3,D1405,0
"Rental, hiring, & real estate services",1,2,D1405,12
"Professional, scientific, & technical services",1,2,D1405,36
Computer systems design,2,3,D1405,0
Other professional scientific,2,3,D1405,39
Administrative & support services,1,2,D1405,33
Education & training,1,2,D1405,21
Health care & social assistance,1,2,D1405,30
Arts & recreation services,1,2,D1405,9
Other services,1,2,D1405,12
total,0,1,D1405,711
total,0,1,D1406,3450
total,0,1,D1406,489
total,0,1,D1406,93
total,0,1,D1406,36
"Agriculture, forestry, & fishing",1,2,D1406,231
Agriculture,2,3,D1406,150
Commercial fishing,2,3,D1406,0
Forestry & logging,2,3,D1406,6
"Agriculture, forestry, & fishing support services",2,3,D1406,78
Mining,1,2,D1406,6
Manufacturing,1,2,D1406,408
"Food, beverage, & tobacco",2,3,D1406,90
"Textile, clothing, footwear, & leather",2,3,D1406,15
Wood & paper product,2,3,D1406,24
"Printing, publishing, & recorded media",2,3,D1406,6
"Petroleum, coal, chemical, & associated product",2,3,D1406,18
Non-metallic mineral product,2,3,D1406,24
Metal product,2,3,D1406,135
Transport and industrial machinery & equipment,2,3,D1406,51
Other machinery & equipment,2,3,D1406,18
Other manufacturing,2,3,D1406,24
"Electricity, gas, water, & waste services",1,2,D1406,15
Construction,1,2,D1406,576
Wholesale trade,1,2,D1406,255
Machinery & equipment wholesaling,2,3,D1406,81
Other wholesale trade,2,3,D1406,171
Retail trade,1,2,D1406,489
Accommodation & food services,1,2,D1406,858
"Transport, postal, & warehousing",1,2,D1406,135
Information media & telecommunications,1,2,D1406,36
Publishing,2,3,D1406,21
Motion picture,2,3,D1406,9
Telecommunications,2,3,D1406,3
Financial & insurance services,1,2,D1406,36
Finance,2,3,D1406,6
Insurance,2,3,D1406,3
Auxiliary,2,3,D1406,30
"Rental, hiring, & real estate services",1,2,D1406,54
"Professional, scientific, & technical services",1,2,D1406,282
Computer systems design,2,3,D1406,66
Other professional scientific,2,3,D1406,219
Administrative & support services,1,2,D1406,207
Education & training,1,2,D1406,81
Health care & social assistance,1,2,D1406,240
Arts & recreation services,1,2,D1406,24
Other services,1,2,D1406,129
total,0,1,D1406,4068
total,0,1,D1407,19482
total,0,1,D1407,4647
total,0,1,D1407,1377
total,0,1,D1407,1167
"Agriculture, forestry, & fishing",1,2,D1407,1968
Agriculture,2,3,D1407,1365
Commercial fishing,2,3,D1407,27
Forestry & logging,2,3,D1407,96
"Agriculture, forestry, & fishing support services",2,3,D1407,480
Mining,1,2,D1407,66
Manufacturing,1,2,D1407,3267
"Food, beverage, & tobacco",2,3,D1407,615
"Textile, clothing, footwear, & leather",2,3,D1407,174
Wood & paper product,2,3,D1407,270
"Printing, publishing, & recorded media",2,3,D1407,150
"Petroleum, coal, chemical, & associated product",2,3,D1407,294
Non-metallic mineral product,2,3,D1407,114
Metal product,2,3,D1407,642
Transport and industrial machinery & equipment,2,3,D1407,600
Other machinery & equipment,2,3,D1407,168
Other manufacturing,2,3,D1407,240
"Electricity, gas, water, & waste services",1,2,D1407,84
Construction,1,2,D1407,2904
Wholesale trade,1,2,D1407,2028
Machinery & equipment wholesaling,2,3,D1407,732
Other wholesale trade,2,3,D1407,1293
Retail trade,1,2,D1407,3291
Accommodation & food services,1,2,D1407,2982
"Transport, postal, & warehousing",1,2,D1407,813
Information media & telecommunications,1,2,D1407,255
Publishing,2,3,D1407,90
Motion picture,2,3,D1407,96
Telecommunications,2,3,D1407,69
Financial & insurance services,1,2,D1407,408
Finance,2,3,D1407,117
Insurance,2,3,D1407,30
Auxiliary,2,3,D1407,264
"Rental, hiring, & real estate services",1,2,D1407,510
"Professional, scientific, & technical services",1,2,D1407,3336
Computer systems design,2,3,D1407,567
Other professional scientific,2,3,D1407,2772
Administrative & support services,1,2,D1407,1173
Education & training,1,2,D1407,693
Health care & social assistance,1,2,D1407,1800
Arts & recreation services,1,2,D1407,300
Other services,1,2,D1407,789
total,0,1,D1407,26676
total,0,1,D1408,2673
total,0,1,D1408,444
total,0,1,D1408,162
total,0,1,D1408,132
"Agriculture, forestry, & fishing",1,2,D1408,210
Agriculture,2,3,D1408,156
Commercial fishing,2,3,D1408,6
Forestry & logging,2,3,D1408,18
"Agriculture, forestry, & fishing support services",2,3,D1408,33
Mining,1,2,D1408,6
Manufacturing,1,2,D1408,264
"Food, beverage, & tobacco",2,3,D1408,33
"Textile, clothing, footwear, & leather",2,3,D1408,30
Wood & paper product,2,3,D1408,45
"Printing, publishing, & recorded media",2,3,D1408,9
"Petroleum, coal, chemical, & associated product",2,3,D1408,48
Non-metallic mineral product,2,3,D1408,15
Metal product,2,3,D1408,18
Transport and industrial machinery & equipment,2,3,D1408,36
Other machinery & equipment,2,3,D1408,12
Other manufacturing,2,3,D1408,21
"Electricity, gas, water, & waste services",1,2,D1408,9
Construction,1,2,D1408,459
Wholesale trade,1,2,D1408,252
Machinery & equipment wholesaling,2,3,D1408,48
Other wholesale trade,2,3,D1408,204
Retail trade,1,2,D1408,408
Accommodation & food services,1,2,D1408,714
"Transport, postal, & warehousing",1,2,D1408,132
Information media & telecommunications,1,2,D1408,18
Publishing,2,3,D1408,0
Motion picture,2,3,D1408,9
Telecommunications,2,3,D1408,6
Financial & insurance services,1,2,D1408,48
Finance,2,3,D1408,15
Insurance,2,3,D1408,3
Auxiliary,2,3,D1408,33
"Rental, hiring, & real estate services",1,2,D1408,93
"Professional, scientific, & technical services",1,2,D1408,243
Computer systems design,2,3,D1408,57
Other professional scientific,2,3,D1408,192
Administrative & support services,1,2,D1408,171
Education & training,1,2,D1408,57
Health care & social assistance,1,2,D1408,198
Arts & recreation services,1,2,D1408,36
Other services,1,2,D1408,84
total,0,1,D1408,3411
total,0,1,D1501,1128
total,0,1,D1501,342
total,0,1,D1501,123
total,0,1,D1501,102
"Agriculture, forestry, & fishing",1,2,D1501,432
Agriculture,2,3,D1501,363
Commercial fishing,2,3,D1501,0
Forestry & logging,2,3,D1501,6
"Agriculture, forestry, & fishing support services",2,3,D1501,63
Mining,1,2,D1501,6
Manufacturing,1,2,D1501,201
"Food, beverage, & tobacco",2,3,D1501,57
"Textile, clothing, footwear, & leather",2,3,D1501,9
Wood & paper product,2,3,D1501,18
"Printing, publishing, & recorded media",2,3,D1501,0
"Petroleum, coal, chemical, & associated product",2,3,D1501,12
Non-metallic mineral product,2,3,D1501,12
Metal product,2,3,D1501,57
Transport and industrial machinery & equipment,2,3,D1501,27
Other machinery & equipment,2,3,D1501,0
Other manufacturing,2,3,D1501,9
"Electricity, gas, water, & waste services",1,2,D1501,3
Construction,1,2,D1501,333
Wholesale trade,1,2,D1501,60
Machinery & equipment wholesaling,2,3,D1501,15
Other wholesale trade,2,3,D1501,45
Retail trade,1,2,D1501,84
Accommodation & food services,1,2,D1501,144
"Transport, postal, & warehousing",1,2,D1501,66
Information media & telecommunications,1,2,D1501,3
Publishing,2,3,D1501,0
Motion picture,2,3,D1501,0
Telecommunications,2,3,D1501,0
Financial & insurance services,1,2,D1501,6
Finance,2,3,D1501,6
Insurance,2,3,D1501,0
Auxiliary,2,3,D1501,0
"Rental, hiring, & real estate services",1,2,D1501,72
"Professional, scientific, & technical services",1,2,D1501,21
Computer systems design,2,3,D1501,6
